,AAPL,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2001/5/23 20:00,,0.069436742,0.679896693,-9.37E+13,1.63E+16,4.082273591,0.002255613,-1522.036903,18931.66926,149058,149058,0.430350087,0.887304563,-5.98E+17,149058,149058,1,1.00E-05,0,0.887304563,"[{'status': 1, 'created': Timestamp('2001-05-22 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-23 00:00:00+0000', tz='UTC', offset='C'), 'id': 'b7e7af794dcf49a8bec07e79853a655c', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-05-23 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-23 00:00:00+0000', tz='UTC', offset='C'), 'id': '10b4047f731d4b0ba33329765b707515', 'filled': 0}]",2001-05-23 20:00:00+00:00,1-May,2001-05-23 13:31:00+00:00,968.9630972,167989.6693,"[{'amount': 980, 'last_sale_price': 152.09999999999999, 'cost_basis': 82.722786466812991, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.005801455,21.33019896,0,0,0,282.045358,20453.70617,146567,146567,99,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': 'b7e7af794dcf49a8bec07e79853a655c', 'price': 152.10369027862694, 'dt': Timestamp('2001-05-23 00:00:00+0000', tz='UTC', offset='C')}]",0.249546606
2001/5/24 20:00,,0.069090976,0.689686322,-1.13E+14,2.02E+16,4.079586046,0.002215165,-1532.03703,17399.63223,151569,151569,-0.116292728,0.897024483,-7.38E+17,151569,151569,1,1.00E-05,0,0.897024483,"[{'status': 1, 'created': Timestamp('2001-05-23 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-24 00:00:00+0000', tz='UTC', offset='C'), 'id': '10b4047f731d4b0ba33329765b707515', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-05-24 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-24 00:00:00+0000', tz='UTC', offset='C'), 'id': '59200bda5c344f4da8aaa290d3c38f8c', 'filled': 0}]",2001-05-24 20:00:00+00:00,1-May,2001-05-24 13:31:00+00:00,978.96297,168968.6322,"[{'amount': 990, 'last_sale_price': 153.09999999999999, 'cost_basis': 83.434714916602928, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.005827519,13.48990173,0,0,0,169.0611584,18931.66926,149058,149058,100,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': '10b4047f731d4b0ba33329765b707515', 'price': 153.10370299601644, 'dt': Timestamp('2001-05-24 00:00:00+0000', tz='UTC', offset='C')}]",0.80597905
2001/5/25 20:00,,0.068750852,0.699575951,-1.89E+14,3.42E+16,4.072771577,0.00221889,-1542.037156,15857.59508,154100,154100,0.671163914,0.906696755,-1.24E+18,154100,154100,1,1.00E-05,0,0.906696755,"[{'status': 1, 'created': Timestamp('2001-05-24 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-25 00:00:00+0000', tz='UTC', offset='C'), 'id': '59200bda5c344f4da8aaa290d3c38f8c', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-05-25 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-25 00:00:00+0000', tz='UTC', offset='C'), 'id': '02721b35f89947b39699d36f666f6f95', 'filled': 0}]",2001-05-25 20:00:00+00:00,1-May,2001-05-25 13:31:00+00:00,988.9628438,169957.5951,"[{'amount': 1000, 'last_sale_price': 154.09999999999999, 'cost_basis': 84.142404923603706, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.005852937,24.97517551,0,0,0,300.7395019,17399.63223,151569,151569,101,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': '59200bda5c344f4da8aaa290d3c38f8c', 'price': 154.10371561668146, 'dt': Timestamp('2001-05-25 00:00:00+0000', tz='UTC', offset='C')}]",0.028412037
2001/5/29 20:00,,0.07418344,0.739565574,-5.79E+14,6.77E+16,4.128501251,0.003464917,-1582.037651,14275.55742,159681,159681,0.509991666,0.917936078,-2.25E+18,159681,159681,1,1.00E-05,0,0.917936078,"[{'status': 1, 'created': Timestamp('2001-05-25 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-29 00:00:00+0000', tz='UTC', offset='C'), 'id': '02721b35f89947b39699d36f666f6f95', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-05-29 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-29 00:00:00+0000', tz='UTC', offset='C'), 'id': '9129b41e2fa349cd89fcfdc386c1ec68', 'filled': 0}]",2001-05-29 20:00:00+00:00,1-May,2001-05-29 13:31:00+00:00,3998.962349,173956.5574,"[{'amount': 1010, 'last_sale_price': 158.09999999999999, 'cost_basis': 84.875685717888018, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.023529177,21.53564333,0,0,0,279.8134975,15857.59508,154100,154100,102,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': '02721b35f89947b39699d36f666f6f95', 'price': 158.10376514631915, 'dt': Timestamp('2001-05-29 00:00:00+0000', tz='UTC', offset='C')}]",0.229573908
2001/5/30 20:00,,0.073820893,0.749655197,-9.18E+14,1.08E+17,4.112182294,0.003464027,-1592.037773,12683.51965,162282,162282,0.529045967,0.927508462,-3.59E+18,162282,162282,1,1.00E-05,0,0.927508462,"[{'status': 1, 'created': Timestamp('2001-05-29 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-30 00:00:00+0000', tz='UTC', offset='C'), 'id': '9129b41e2fa349cd89fcfdc386c1ec68', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-05-30 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-30 00:00:00+0000', tz='UTC', offset='C'), 'id': '1a7654f3f63f46d989ff243652327817', 'filled': 0}]",2001-05-30 20:00:00+00:00,1-May,2001-05-30 13:31:00+00:00,1008.962227,174965.5197,"[{'amount': 1020, 'last_sale_price': 159.09999999999999, 'cost_basis': 85.60439249804574, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.005800082,21.85693726,0,0,0,251.7907506,14275.55742,159681,159681,103,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': '9129b41e2fa349cd89fcfdc386c1ec68', 'price': 159.10377729397604, 'dt': Timestamp('2001-05-30 00:00:00+0000', tz='UTC', offset='C')}]",0.22060923
2001/5/31 20:00,,0.073463889,0.759844818,-1.20E+15,1.44E+17,4.099260273,0.003443861,-1602.037893,11081.48176,164903,164903,-0.023735655,0.937031483,-4.76E+18,164903,164903,1,1.00E-05,0,0.937031483,"[{'status': 1, 'created': Timestamp('2001-05-30 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-31 00:00:00+0000', tz='UTC', offset='C'), 'id': '1a7654f3f63f46d989ff243652327817', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-05-31 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-05-31 00:00:00+0000', tz='UTC', offset='C'), 'id': '12aedd0d703e4235a533fa1671976c5a', 'filled': 0}]",2001-05-31 20:00:00+00:00,1-May,2001-05-31 13:31:00+00:00,1018.962107,175984.4818,"[{'amount': 1030, 'last_sale_price': 160.09999999999999, 'cost_basis': 86.328658486891058, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.005823788,14.39594323,0,0,0,152.6296928,12683.51965,162282,162282,104,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': '1a7654f3f63f46d989ff243652327817', 'price': 160.10378934911242, 'dt': Timestamp('2001-05-31 00:00:00+0000', tz='UTC', offset='C')}]",0.783580473
2001/6/1 20:00,,0.073112299,0.770134437,-1.76E+15,2.13E+17,4.079532266,0.003443274,-1612.038013,9469.443745,167544,167544,0.188262785,0.946504381,-6.98E+18,167544,167544,1,1.00E-05,0,0.946504381,"[{'status': 1, 'created': Timestamp('2001-05-31 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-01 00:00:00+0000', tz='UTC', offset='C'), 'id': '12aedd0d703e4235a533fa1671976c5a', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-06-01 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-01 00:00:00+0000', tz='UTC', offset='C'), 'id': '436b5e10f47740429c21e0953c9bbb18', 'filled': 0}]",2001-06-01 20:00:00+00:00,1-Jun,2001-06-01 13:31:00+00:00,1028.961987,177013.4437,"[{'amount': 1040, 'last_sale_price': 161.09999999999999, 'cost_basis': 87.048611783290255, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.00584689,17.32199672,0,0,0,172.7432643,11081.48176,164903,164903,105,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': '12aedd0d703e4235a533fa1671976c5a', 'price': 161.10380131240842, 'dt': Timestamp('2001-06-01 00:00:00+0000', tz='UTC', offset='C')}]",0.581871653
2001/6/4 20:00,,0.075138556,0.801324054,-4.01E+15,4.11E+17,4.118190619,0.004108765,-1642.038367,7827.405379,172305,172305,0.45192976,0.956546378,-1.30E+19,172305,172305,1,1.00E-05,0,0.956546378,"[{'status': 1, 'created': Timestamp('2001-06-01 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-04 00:00:00+0000', tz='UTC', offset='C'), 'id': '436b5e10f47740429c21e0953c9bbb18', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-06-04 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-04 00:00:00+0000', tz='UTC', offset='C'), 'id': 'e29bf77500824e85a2de5f97a605fe91', 'filled': 0}]",2001-06-04 20:00:00+00:00,1-Jun,2001-06-04 13:31:00+00:00,3118.961633,180132.4054,"[{'amount': 1050, 'last_sale_price': 164.09999999999999, 'cost_basis': 87.783423448763401, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.017619914,20.70362174,0,0,0,212.1885294,9469.443745,167544,167544,106,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': '436b5e10f47740429c21e0953c9bbb18', 'price': 164.10383665796931, 'dt': Timestamp('2001-06-04 00:00:00+0000', tz='UTC', offset='C')}]",0.349394294
2001/6/5 20:00,,0.074784233,0.811813669,-6.07E+15,6.27E+17,4.099136626,0.004109236,-1652.038483,6175.366896,175006,175006,0.588698625,0.965916104,-1.98E+19,175006,175006,1,1.00E-05,0,0.965916104,"[{'status': 1, 'created': Timestamp('2001-06-04 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-05 00:00:00+0000', tz='UTC', offset='C'), 'id': 'e29bf77500824e85a2de5f97a605fe91', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-06-05 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-05 00:00:00+0000', tz='UTC', offset='C'), 'id': '4cb04e9c3f374d5ba0c6ca5078636329', 'filled': 0}]",2001-06-05 20:00:00+00:00,1-Jun,2001-06-05 13:31:00+00:00,1048.961517,181181.3669,"[{'amount': 1060, 'last_sale_price': 165.09999999999999, 'cost_basis': 88.513804814912703, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.00582328,22.58256709,0,0,0,211.4647065,7827.405379,172305,172305,107,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': 'e29bf77500824e85a2de5f97a605fe91', 'price': 165.10384826059087, 'dt': Timestamp('2001-06-05 00:00:00+0000', tz='UTC', offset='C')}]",0.223115044
2001/6/6 20:00,,0.074435045,0.822403283,-1.04E+16,1.09E+18,4.097176,0.004083747,-1662.038598,4513.328298,177727,177727,0.417904419,0.975234196,-3.41E+19,177727,177727,1,1.00E-05,0,0.975234196,"[{'status': 1, 'created': Timestamp('2001-06-05 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-06 00:00:00+0000', tz='UTC', offset='C'), 'id': '4cb04e9c3f374d5ba0c6ca5078636329', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-06-06 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-06 00:00:00+0000', tz='UTC', offset='C'), 'id': 'c6cc56b884734bd7bedfee174d591cf0', 'filled': 0}]",2001-06-06 20:00:00+00:00,1-Jun,2001-06-06 13:31:00+00:00,1058.961402,182240.3283,"[{'amount': 1070, 'last_sale_price': 166.09999999999999, 'cost_basis': 89.239880094910617, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.005844759,20.34582127,0,0,0,178.1893385,6175.366896,175006,175006,108,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': '4cb04e9c3f374d5ba0c6ca5078636329', 'price': 166.10385977468769, 'dt': Timestamp('2001-06-06 00:00:00+0000', tz='UTC', offset='C')}]",0.404498864
2001/6/7 20:00,,0.074090882,0.833092896,-1.02E+16,1.12E+18,4.138092899,0.003948722,-1672.038712,2841.289586,180468,180468,0.359599015,0.984500024,-3.50E+19,180468,180468,1,1.00E-05,0,0.984500024,"[{'status': 1, 'created': Timestamp('2001-06-06 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 1.0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-07 00:00:00+0000', tz='UTC', offset='C'), 'id': 'c6cc56b884734bd7bedfee174d591cf0', 'filled': 10}, {'status': 0, 'created': Timestamp('2001-06-07 00:00:00+0000', tz='UTC', offset='C'), 'limit_reached': False, 'stop': None, 'amount': 10, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'dt': Timestamp('2001-06-07 00:00:00+0000', tz='UTC', offset='C'), 'id': 'd4054aeec9ef408aa10bffb915ff638f', 'filled': 0}]",2001-06-07 20:00:00+00:00,1-Jun,2001-06-07 13:31:00+00:00,1068.961288,183309.2896,"[{'amount': 1080, 'last_sale_price': 167.09999999999999, 'cost_basis': 89.961768901447613, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None)}]",0.005865668,19.60505416,0,0,0,163.0202615,4513.328298,177727,177727,109,"[{'commission': None, 'amount': 10, 'sid': Equity(0, symbol=u'AAPL', asset_name=None, exchange=u'TEST', start_date=Timestamp('2001-01-01 00:00:00+0000', tz='UTC'), end_date=Timestamp('2001-09-21 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None), 'order_id': 'c6cc56b884734bd7bedfee174d591cf0', 'price': 167.1038712009063, 'dt': Timestamp('2001-06-07 00:00:00+0000', tz='UTC', offset='C')}]",0.473493881
